symbol,roa,ocf,roa_change,accruals,change_leverage,change_curr_ratio,change_shares,change_gross_margin,change_asset_turnover
PHG,1,1,1,1,0,1,1,0,1
PHGE,0,0,0,0,0,1,0,1,0
PHI,1,1,1,1,0,0,1,1,0
PHIO,0,0,1,0,0,0,0,0,0
PHM,1,1,0,1,1,0,1,1,0
PHR,0,0,1,0,1,1,0,1,0
PHUN,0,0,0,0,0,1,0,1,1
PHX,0,0,0,0,1,1,1,1,1
PI,0,0,1,0,0,1,0,1,1
PII,1,1,0,1,1,0,0,0,0
PINC,1,1,1,1,1,1,1,1,0
PINS,0,0,1,0,0,1,0,1,0
PIPR,1,1,1,1,0,0,0,0,1
PIRS,0,0,0,0,0,1,0,0,1
PIXY,0,0,1,0,1,0,0,1,0
PJT,1,1,0,1,0,0,0,0,0
PK,1,1,0,1,0,0,0,1,0
PKBK,1,1,0,1,0,0,1,0,0
PKE,1,1,1,1,0,1,0,1,0
PKG,1,1,0,1,0,1,0,1,0
PKI,1,1,0,1,0,1,0,1,0
PKOH,1,1,0,1,0,0,0,0,0
PKX,1,1,1,1,0,1,0,0,0
PLAB,1,1,0,1,1,1,1,0,1
PLAG,1,0,0,0,0,0,1,0,0
PLAN,0,0,1,0,0,0,0,1,0
PLAY,1,1,0,1,0,0,1,1,0
PLBC,1,1,0,1,0,0,0,0,0
PLCE,1,1,0,1,0,0,1,0,0
PLD,1,1,0,1,0,0,0,0,1
PLG,0,0,1,0,1,0,0,1,0
PLIN,0,1,1,1,1,1,0,1,0
PLL,0,0,1,0,0,0,0,1,0
PLM,0,0,0,0,1,1,0,1,0
PLMR,1,1,1,1,1,0,0,1,0
PLNT,1,1,1,1,0,1,1,1,1
PLOW,1,1,1,1,1,1,0,0,1
PLPC,1,1,0,1,0,0,1,1,0
PLRX,0,0,1,0,0,0,1,1,0
PLSE,0,0,0,0,0,0,0,1,0
PLUG,0,0,1,0,0,1,0,1,0
PLUS,1,1,1,1,1,1,1,1,0
PLX,0,0,1,0,0,0,1,1,1
PLXP,0,0,0,0,1,0,0,0,0
PLXS,1,1,1,1,0,0,1,1,1
PLYA,0,1,0,1,0,0,1,0,0
PLYM,0,1,1,1,0,0,0,0,1
PM,1,1,0,1,1,0,0,1,0
PMBC,1,1,0,1,1,0,0,0,0
PMD,1,1,0,1,0,0,0,0,0
PME,1,1,0,1,0,1,1,0,0
PMT,1,1,1,1,0,0,0,0,0
PMTS,0,1,1,1,0,1,0,1,1
PNBK,0,0,0,0,0,0,0,0,0
PNC,1,1,0,1,0,0,1,0,0
PNFP,1,1,0,1,0,0,1,0,0
PNM,1,1,0,1,0,0,1,1,0
PNNT,1,1,0,1,0,0,1,1,0
PNR,1,1,1,1,0,1,1,1,1
PNRG,1,1,0,1,0,1,1,1,1
PNT,1,1,1,1,0,0,0,0,0
PNTG,1,1,1,1,0,0,1,0,0
PNW,1,1,1,1,0,0,0,0,0
POAI,0,0,1,0,0,0,0,0,0
PODD,1,1,1,1,0,0,0,0,1
POLA,0,0,0,0,0,0,1,0,1
POLY,0,0,0,0,1,0,1,0,0
POOL,1,1,0,1,0,0,0,0,0
POR,1,1,0,1,0,1,0,0,1
POST,1,1,0,1,1,0,0,1,0
POWI,1,1,1,1,0,1,0,0,0
POWL,1,1,1,1,1,0,0,1,1
POWW,0,0,0,0,0,0,1,0,0
PPBI,1,1,1,1,1,0,1,0,0
PPC,1,1,1,1,0,0,0,1,0
PPD,1,1,1,1,0,0,0,1,0
PPG,1,1,0,1,0,1,1,1,0
PPIH,1,1,1,1,0,1,0,1,0
PPL,1,1,0,1,0,1,0,0,0
PPSI,0,0,1,0,1,1,1,0,0
PRA,0,0,0,0,0,0,0,0,1
PRAA,1,1,1,1,0,0,0,0,1
PRDO,1,1,1,1,0,1,0,1,0
PRFT,1,1,1,1,0,1,1,1,0
PRG,0,0,0,0,1,0,0,1,1
PRGO,1,1,1,1,0,1,0,0,1
PRGS,1,1,0,1,0,1,1,0,0
PRI,1,1,1,1,0,0,1,0,1
PRIM,1,1,0,1,0,0,1,0,0
PRK,1,1,0,1,1,0,0,0,0
PRLB,1,1,0,1,0,1,1,0,0
PRMW,1,1,1,1,0,1,0,1,0
PRO,0,0,1,0,1,1,0,0,0
PROF,0,0,1,0,0,0,0,1,0
PROV,1,1,1,1,1,0,0,0,0
PRPH,0,0,0,0,0,1,0,0,1
PRPL,0,1,1,1,0,1,0,1,0
PRPO,0,0,1,0,1,1,0,0,1
PRQR,0,0,0,0,0,0,0,0,0
PRTA,0,0,1,0,0,0,0,0,0
PRTH,0,1,0,1,0,0,1,1,0
PRTK,0,0,0,0,0,0,0,0,1
PRTS,0,0,0,0,0,0,0,1,0
PRTY,0,0,0,0,0,0,0,0,0
PRU,1,1,0,1,0,0,1,1,0
PRVB,0,0,1,0,0,0,0,1,0
PSA,1,1,0,1,0,0,0,0,0
PSB,1,1,0,1,0,0,0,1,1
PSEC,1,1,0,1,0,0,0,1,1
PSHG,0,0,0,0,0,0,1,0,0
PSMT,1,1,0,1,1,0,0,1,0
PSN,1,1,1,1,0,0,0,0,0
PSO,1,1,0,1,0,1,0,0,0
PSTG,0,0,1,0,0,0,0,1,0
PSTI,0,0,0,0,0,0,0,1,1
PSTL,0,1,1,1,0,0,0,1,0
PSTV,0,0,1,0,1,1,0,1,1
PSTX,0,0,1,0,0,0,0,0,1
PSX,1,1,0,1,0,0,1,0,0
PSXP,1,1,1,1,0,1,0,0,0
PT,1,0,1,0,1,1,0,1,0
PTC,0,1,0,1,0,1,1,1,0
PTCT,0,0,0,0,0,1,0,1,0
PTE,0,0,0,0,0,0,0,1,1
PTEN,0,0,0,0,1,0,1,1,0
PTGX,0,0,0,0,0,0,0,0,0
PTMN,0,1,0,1,0,0,0,0,0
PTN,1,1,1,1,1,1,0,0,0
PTNR,1,1,0,1,0,1,0,0,0
PTON,0,0,1,1,0,0,1,0,0
PTR,1,1,0,1,0,0,1,0,1
PTSI,1,1,0,1,0,0,1,1,0
PUK,1,0,0,0,1,0,0,0,1
PULM,0,0,1,0,0,1,0,0,1
PUMP,1,1,1,1,1,1,0,1,1
PUYI,1,1,1,1,0,0,0,1,0
PVAC,1,1,0,1,0,0,0,0,0
PVBC,1,1,0,1,1,0,0,0,0
PVG,1,1,1,1,1,0,0,0,1
PVH,1,1,0,1,0,0,1,0,0
PW,1,1,0,1,0,0,0,0,0
PWFL,0,0,0,0,0,0,0,0,0
PWOD,1,1,0,1,1,0,0,0,1
PWR,1,1,1,1,0,0,0,0,0
PXD,1,1,0,1,0,0,1,0,0
PXLW,0,0,0,0,0,1,0,0,0
PXS,0,0,0,0,1,1,0,1,1
PYPL,1,1,1,1,0,1,1,0,1
PZG,0,0,0,0,0,1,0,0,1
PZN,1,1,0,1,0,0,0,0,0
PZZA,0,1,0,1,1,0,0,1,0
QADB,0,0,0,0,0,0,0,1,0
QCOM,1,1,1,1,1,1,1,1,1
QCRH,1,1,1,1,1,0,0,0,1
QD,1,1,1,1,1,1,1,1,1
QDEL,1,1,0,1,0,1,0,0,0
QFIN,1,1,0,1,0,0,0,1,0
QGEN,0,0,0,0,0,0,1,0,0
QIWI,1,1,1,1,0,0,1,0,0
QK,0,0,1,0,0,1,1,0,0
QLYS,1,1,1,1,0,0,0,1,1
QMCO,1,1,1,1,1,0,0,0,1
QNST,1,1,1,1,0,0,0,0,0
QRHC,0,1,1,1,1,1,0,1,0
QRTEA,0,1,0,1,0,1,1,0,0
QRVO,1,1,1,1,1,0,1,1,1
QSR,1,1,0,1,0,1,0,0,0
QTNT,0,0,0,0,0,1,0,0,0
QTRX,0,0,1,0,0,1,0,0,0
QTT,0,0,1,0,0,0,0,0,0
QTWO,0,0,0,0,0,0,0,0,0
QUAD,0,1,0,1,0,1,0,1,0
QUIK,0,0,1,0,0,0,0,1,0
QUMU,0,0,0,0,1,0,0,1,1
QUOT,0,0,0,0,0,0,1,0,1
QURE,0,0,0,0,0,1,0,0,0
R,0,1,0,1,0,0,0,0,0
RACE,1,1,0,1,0,0,0,0,0
RAD,0,1,1,1,0,0,0,0,0
RADA,0,0,0,0,0,0,0,0,1
RAIL,0,0,0,0,0,0,0,0,0
RAIN,1,1,0,1,0,0,1,0,0
RAMP,1,0,1,0,1,1,1,1,0
RAND,0,1,0,1,0,0,0,0,1
RAPT,0,0,1,0,0,0,0,1,0
RARE,0,0,0,0,0,1,0,0,1
RAVE,0,0,0,0,0,0,0,1,0
RAVN,1,1,0,1,0,0,1,0,0
RBA,1,1,1,1,1,0,0,0,1
RBB,1,1,0,1,1,0,1,0,0
RBBN,0,0,0,0,0,1,0,1,0
RBCAA,1,1,1,1,1,0,0,0,0
RBCN,0,0,0,0,0,0,1,1,0
RBKB,1,1,1,1,0,0,1,0,0
RBNC,1,1,1,1,0,0,0,0,0
RBOT,0,0,0,0,0,0,0,0,0
RC,1,1,0,1,0,0,0,0,0
RCEL,0,0,1,0,1,0,1,1,0
RCI,1,1,0,1,0,1,1,0,0
RCII,1,1,1,1,1,0,0,0,0
RCKT,0,0,1,0,0,1,0,1,0
RCKY,1,1,1,1,0,0,1,1,1
RCL,1,1,0,1,0,0,1,0,0
RCM,1,1,1,1,0,0,0,1,0
RCMT,1,1,1,1,0,1,0,1,0
RCON,0,0,1,0,0,0,0,1,0
RCUS,0,0,0,0,0,0,0,0,1
RDCM,0,0,0,0,0,0,0,0,0
RDFN,0,0,0,0,0,0,0,0,1
RDHL,0,0,1,0,0,0,0,0,0
RDI,0,1,0,1,0,0,1,0,0
RDN,1,1,1,1,1,0,1,1,1
RDNT,1,1,0,1,0,0,0,1,0
RDUS,0,0,1,0,0,0,0,0,1
RDVT,0,0,0,0,0,1,0,1,1
RDWR,1,1,1,1,0,0,0,0,0
RDY,1,1,1,1,1,1,0,1,1
RE,1,1,1,1,0,0,0,1,1
REDU,1,1,0,1,0,0,1,0,1
REED,0,0,0,0,1,1,0,0,0
REFR,0,0,1,0,0,1,0,0,0
REG,1,1,0,1,0,0,0,1,1
REGI,1,1,1,1,0,1,0,1,1
REGN,1,1,0,1,0,0,0,0,0
REI,1,1,1,1,0,1,0,0,0
REKR,0,0,0,0,0,0,0,1,0
RELL,0,0,0,0,0,1,0,0,1
RELX,1,1,0,1,0,0,1,1,0
RELY,1,1,1,1,0,0,1,0,0
RENN,1,0,1,0,1,0,0,0,1
REPH,0,1,1,1,0,1,0,1,1
REPL,0,0,1,0,0,1,0,1,0
RES,0,0,0,0,0,0,1,0,0
RESN,0,0,0,0,0,0,0,0,1
RETA,0,0,0,0,0,0,0,0,0
RETO,1,1,0,1,0,0,1,0,0
REV,0,0,1,0,0,1,0,1,0
REVG,0,1,0,1,1,0,1,0,1
REX,1,0,0,0,0,0,0,0,0
REXR,1,1,1,1,0,0,0,1,0
REYN,1,1,1,1,1,1,0,1,0
REZI,1,1,0,1,1,0,0,0,0
RF,1,1,0,1,1,0,1,0,0
RFIL,1,1,0,1,0,0,0,0,1
RFL,0,0,1,0,0,0,0,0,0
RFP,0,1,0,1,1,1,1,0,0
RGA,1,1,0,1,0,0,1,0,0
RGC,1,1,0,1,0,0,1,0,0
RGCO,1,1,1,1,0,1,0,1,0
RGEN,1,1,0,1,0,1,0,1,0
RGLD,1,1,1,1,1,1,0,0,1
RGLS,0,0,1,0,1,1,0,0,1
RGNX,0,0,0,0,0,0,0,0,0
RGP,1,1,1,1,1,1,1,1,1
RGR,1,1,0,1,0,1,1,0,0
RGS,0,0,0,0,0,0,1,0,1
RH,1,1,1,1,0,0,1,1,0
RHE,0,1,1,1,0,0,1,0,0
RHI,1,1,0,1,0,0,0,1,0
RHP,1,1,0,1,0,0,0,1,0
RIBT,0,0,1,0,0,1,0,0,0
RICK,1,1,0,1,0,0,1,0,1
RIDE,0,0,1,0,0,0,0,0,0
RIG,0,0,1,0,1,0,0,0,1
RIGL,0,0,1,0,0,0,0,0,1
RILY,1,1,1,1,0,0,1,1,1
RIO,1,1,0,1,0,0,1,1,1
RIOT,0,0,1,0,1,1,0,0,0
RIVE,1,1,0,1,0,0,0,0,0
RJF,1,1,1,1,0,0,1,1,1
RKDA,0,0,0,0,0,0,0,0,0
RKT,1,1,0,1,0,0,1,1,1
RL,1,1,1,1,0,1,1,1,1
RLGT,1,1,1,1,1,0,0,1,1
RLGY,0,1,0,1,0,1,0,0,0
RLI,1,1,1,1,0,0,0,1,1
RLJ,1,1,0,1,0,0,1,1,0
RLMD,0,0,0,0,0,0,1,1,0
RM,1,1,1,1,0,0,1,0,0
RMAX,1,1,0,1,0,0,0,0,1
RMBI,0,0,1,0,0,0,0,0,0
RMBL,0,0,1,0,0,0,0,1,1
RMBS,0,0,1,0,0,1,0,1,1
RMCF,1,1,0,1,0,0,1,0,0
RMD,1,1,1,1,0,0,0,1,1
RMED,0,0,0,0,0,0,0,0,0
RMNI,1,1,1,1,1,1,0,1,0
RMR,1,1,0,1,0,0,0,0,1
RMTI,0,0,1,0,0,0,0,1,0
RNA,0,0,0,0,0,0,0,0,1
RNDB,1,1,1,1,1,0,1,0,1
RNG,0,0,0,0,0,0,0,0,0
RNGR,1,1,1,1,1,1,0,1,1
RNR,1,1,1,1,0,0,0,1,1
RNST,1,1,0,1,0,0,1,0,0
RNWK,0,0,1,0,0,0,0,0,1
ROAD,1,1,0,1,1,1,0,1,0
ROCK,1,1,1,1,1,1,0,0,1
ROG,1,1,0,1,1,1,0,0,0
ROIC,1,1,1,1,1,0,0,0,1
ROK,1,1,1,1,0,1,1,1,1
ROKU,0,0,0,0,0,1,0,0,0
ROL,1,1,0,1,0,0,0,0,0
ROLL,1,1,1,1,1,1,0,1,1
ROP,1,1,1,1,0,0,0,1,0
ROSS,1,1,1,1,1,1,0,0,1
ROST,1,1,0,1,0,0,1,0,0
RPAI,1,1,0,1,0,0,0,1,1
RPD,0,0,1,0,0,0,0,1,0
RPM,1,1,0,1,0,0,1,0,1
RPRX,0,0,0,0,0,0,0,0,1
RPT,1,1,1,1,1,0,0,0,0
RRBI,1,1,1,1,1,0,0,0,0
RRC,0,0,0,0,1,0,0,0,1
RRD,0,1,0,1,1,0,0,1,0
RRGB,0,0,1,0,0,0,1,0,0
RRR,0,1,0,1,0,1,0,0,1
RS,1,1,1,1,1,0,1,1,0
RSG,1,1,0,1,0,0,1,0,0
RSLS,0,0,0,0,0,0,0,0,1
RSSS,0,0,1,0,1,0,0,1,1
RTX,1,1,0,1,0,0,0,1,0
RUBY,0,0,0,0,0,0,0,1,0
RUN,1,0,0,0,0,1,0,0,0
RUSHA,1,1,0,1,0,1,1,0,0
RUTH,1,1,0,1,0,0,1,0,0
RVMD,0,0,1,0,0,1,0,0,0
RVNC,0,0,1,0,0,1,0,0,0
RVP,1,1,1,1,1,1,0,1,1
RVSB,1,1,1,1,0,0,0,0,1
RWLK,0,0,1,0,0,0,0,1,0
RWT,1,1,0,1,0,0,0,0,0
RXDX,0,0,0,0,1,1,0,1,0
RY,1,1,0,1,0,0,1,0,0
RYAAY,1,1,0,1,1,0,1,0,1
RYAM,0,0,0,0,1,1,0,0,0
RYAN,1,1,0,1,1,0,0,0,0
RYB,0,1,0,1,0,0,1,0,0
RYI,1,1,0,1,1,1,0,1,0
RYN,1,1,0,1,0,0,1,0,0
RYTM,0,0,0,0,0,0,0,1,0
S,0,1,0,1,1,0,0,0,0
SA,0,0,1,0,0,0,0,1,0
SABR,1,1,0,1,1,0,1,0,1
SACH,1,1,0,1,0,0,0,0,0
SAFE,1,1,1,1,0,0,0,1,0
SAFM,1,1,0,1,0,0,0,1,1
SAFT,1,1,1,1,0,0,0,0,0
SAGE,0,0,0,0,0,0,0,0,0
SAH,1,1,1,1,0,0,1,0,0
SAIA,1,1,0,1,0,0,0,1,0
SAIC,1,1,0,1,0,0,1,1,0
SAIL,0,0,0,0,0,1,0,0,0
SAL,1,1,1,1,1,0,0,0,1
SALM,0,0,0,0,0,0,0,0,0
SAM,1,1,0,1,0,0,0,0,0
SAMG,1,1,0,1,0,0,0,0,0
SANM,1,1,1,1,1,1,0,1,1
SANW,0,0,0,0,1,1,0,1,1
SAP,1,1,0,1,0,0,1,0,1
SAR,1,1,0,1,0,0,0,1,1
SASR,1,1,1,1,1,0,1,0,0
SATS,0,1,0,1,1,1,0,0,1
SAVA,0,0,1,0,0,0,0,1,0
SAVE,1,1,0,1,0,0,1,0,0
SB,1,1,0,1,0,0,0,0,0
SBAC,1,1,1,1,0,1,1,1,0
SBCF,1,1,1,1,1,0,0,0,1
SBFG,1,1,0,1,1,0,0,0,0
SBGI,1,1,0,1,0,0,0,0,0
SBH,1,1,1,1,1,1,1,0,0
SBLK,0,1,0,1,0,0,0,0,1
SBOW,1,1,1,1,0,1,0,0,0
SBRA,1,1,0,1,1,0,0,0,1
SBS,1,1,0,1,0,0,1,0,0
SBSI,1,1,0,1,0,0,0,0,0
SBSW,1,1,1,1,1,1,0,1,1
SBT,1,1,1,1,1,0,1,0,1
SBUX,1,1,0,1,0,0,1,1,1
SC,1,1,0,1,0,0,1,0,1
SCCO,1,1,0,1,0,1,0,0,0
SCHL,1,1,1,1,1,0,1,0,0
SCHN,1,1,0,1,1,0,1,0,0
SCHW,1,1,0,1,0,0,1,0,0
SCI,1,1,0,1,1,1,1,0,0
SCKT,1,1,1,1,0,0,0,1,1
SCL,1,1,0,1,1,1,0,1,0
SCM,1,1,0,1,0,0,0,0,0
SCOR,0,0,0,0,0,0,0,0,1
SCPH,0,0,0,0,0,1,0,1,0
SCPL,1,1,1,1,0,1,1,1,0
SCR,1,1,0,1,1,1,1,0,0
SCS,1,1,1,1,0,1,1,1,0
SCSC,1,1,1,1,0,1,1,1,0
SCU,1,1,0,1,0,0,1,0,0
SCVL,1,1,0,1,0,0,1,1,0
SCWX,0,0,1,0,0,0,0,1,1
SCX,1,1,1,1,0,0,1,1,1
SCYX,0,0,0,0,1,0,0,0,0
SD,0,0,0,0,0,0,0,0,0
SDC,0,0,1,0,0,0,1,1,0
SDGR,0,0,1,0,0,0,0,0,0
SDPI,0,0,0,0,1,0,0,0,1
SE,0,0,0,0,0,0,1,0,0
SEAC,0,0,1,0,0,0,0,1,1
SEAS,1,1,1,1,0,0,1,1,0
SEB,1,1,1,1,0,0,1,0,0
SECO,1,1,1,1,1,1,1,1,0
SEDG,1,1,0,1,0,0,0,0,0
SEE,1,1,1,1,0,1,1,1,0
SEED,0,0,1,0,0,0,0,0,1
SEEL,0,0,0,0,0,0,0,1,1
SEIC,1,1,0,1,0,1,1,0,0
SELB,0,0,1,0,1,1,0,1,0
SELF,1,1,0,1,0,0,0,0,1
SEM,1,1,0,1,0,0,1,1,0
SENEA,1,0,1,0,1,1,1,0,1
SENS,0,0,0,0,0,0,0,0,1
SESN,0,0,0,0,0,0,0,1,0
SEVN,1,1,1,1,1,1,0,1,0
SF,1,1,1,1,1,0,1,0,1
SFBC,1,1,0,1,1,0,0,0,0
SFBS,1,1,0,1,0,0,1,0,0
SFE,1,0,1,0,1,1,1,1,0
SFET,0,0,1,0,0,0,0,0,1
SFIX,1,1,0,1,0,0,0,1,0
SFL,1,1,1,1,0,1,0,1,0
SFM,1,1,0,1,0,0,1,0,0
SFNC,1,1,0,1,0,0,0,0,1
SFST,1,1,1,1,0,0,0,0,0
SFT,0,0,0,0,0,0,1,0,0
SFUN,0,1,0,1,0,0,0,1,0
SGA,1,1,0,1,1,1,0,0,0
SGBX,0,0,0,0,0,1,0,1,0
SGC,1,1,0,1,0,0,1,0,0
SGEN,0,0,1,0,0,1,0,1,1
SGH,1,1,0,1,1,1,0,0,0
SGLB,0,0,0,0,0,0,0,0,1
SGMA,0,1,1,1,0,1,0,0,1
SGMO,0,0,0,0,0,1,0,0,1
SGMS,0,1,1,1,1,1,0,0,0
SGOC,0,0,1,0,0,1,0,1,1
SGRP,1,1,1,1,0,1,0,1,0
SGRY,0,1,1,1,0,0,0,0,0
SGU,1,1,0,1,0,0,1,1,0
SHAK,1,1,0,1,0,0,0,0,0
SHBI,1,1,0,1,1,0,1,0,0
SHCR,1,1,1,1,0,1,1,1,0
SHEN,1,1,0,1,0,0,1,0,0
SHG,1,1,0,1,0,0,1,0,1
SHI,1,1,0,1,0,0,1,0,0
SHIP,0,1,1,1,1,0,0,1,0
SHLX,1,1,1,1,0,1,0,1,0
SHO,1,1,0,1,0,0,1,1,0
SHOO,1,1,0,1,0,0,1,1,0
SHOP,0,0,0,0,0,0,0,0,0
SHW,1,1,1,1,0,1,1,1,0
SI,1,1,1,1,0,0,0,0,0
SIBN,0,0,1,0,0,0,0,0,0
SIC,1,1,1,1,0,0,1,0,1
SID,1,1,0,1,1,1,1,1,1
SIEB,1,1,0,1,0,0,0,0,0
SIEN,0,0,1,0,0,1,0,0,0
SIF,0,0,0,0,1,1,0,1,1
SIFY,1,1,0,1,0,1,0,1,0
SIG,1,1,1,1,0,0,0,1,0
SIGA,0,0,0,0,0,0,0,1,0
SIGI,1,1,1,1,0,0,0,1,1
SII,1,1,0,1,1,1,0,0,0
SILC,1,1,0,1,0,0,1,1,0
SILK,0,0,1,0,0,1,0,1,0
SILV,0,0,0,0,0,0,0,1,0
SIM,1,1,1,1,1,0,1,0,1
SIMO,1,1,1,1,1,1,0,1,0
SINO,0,0,0,0,0,0,0,0,1
SINT,0,0,1,0,0,0,0,0,1
SIRI,1,1,0,1,0,1,0,0,0
SITC,1,1,1,1,1,0,0,1,0
SITE,1,1,0,1,0,0,0,1,0
SIVB,1,1,0,1,1,0,1,0,1
SIX,1,1,0,1,0,1,0,0,0
SJI,1,1,1,1,0,0,0,1,0
SJM,1,1,0,1,0,0,0,0,0
SJR,1,1,1,1,0,1,0,0,0
SJW,1,1,0,1,0,0,0,0,0
SKIL,1,1,1,1,1,1,1,1,1
SKM,1,1,0,1,0,0,0,1,0
SKT,1,1,1,1,1,0,1,0,1
SKX,1,1,0,1,0,0,1,0,0
SKY,0,0,0,0,0,0,0,1,0
SKYT,0,1,1,1,1,0,0,1,0
SKYW,1,1,1,1,0,0,1,1,0
SLAB,1,1,0,1,0,1,0,1,0
SLAM,0,1,0,1,1,1,1,1,1
SLB,0,0,0,0,1,1,0,0,1
SLCA,0,0,0,0,0,0,0,0,0
SLCT,1,1,0,1,1,0,1,0,0
SLDB,0,0,0,0,0,0,0,1,0
SLF,1,1,0,1,1,0,1,0,1
SLG,1,1,1,1,0,0,1,1,1
SLGG,0,0,1,0,1,1,0,1,0
SLGL,0,0,1,0,0,0,0,0,1
SLGN,1,1,0,1,1,1,0,1,0
SLI,1,1,0,1,0,0,1,1,0
SLM,1,1,0,1,0,0,1,0,0
SLNG,0,0,1,0,0,0,0,1,1
SLNO,0,0,0,0,0,0,0,1,0
SLP,1,1,0,1,0,1,0,1,1
SLRC,1,1,0,1,0,0,1,0,0
SLRX,0,0,1,0,0,0,0,1,1
SLS,0,0,0,0,0,1,0,1,0
SM,0,1,0,1,0,0,0,0,0
SMAR,0,0,1,0,0,1,0,0,0
SMBC,1,1,1,1,1,0,0,0,0
SMBK,1,1,1,1,0,0,0,0,1
SMCI,0,1,1,1,1,1,0,1,0
SMED,1,1,1,1,1,0,0,1,1
SMFG,1,0,0,0,0,0,1,0,0
SMG,1,1,1,1,1,1,0,0,1
SMHI,0,0,0,0,0,0,0,1,0
SMID,1,1,0,1,0,1,0,0,0
SMIT,0,0,0,0,0,1,0,0,0
SMLP,0,1,0,1,0,1,0,1,0
SMLR,1,1,1,1,0,1,0,1,0
SMMF,1,1,1,1,1,0,0,0,1
SMMT,1,1,1,1,1,1,0,0,1
SMP,1,1,1,1,0,1,0,1,0
SMPL,1,1,0,1,1,1,0,0,1
SMRT,0,1,1,1,1,1,1,1,1
SMSI,1,1,1,1,0,1,0,1,0
SMTC,1,1,0,1,1,1,1,1,0
SMTI,0,0,0,0,0,1,0,0,1
SMTS,1,1,0,1,0,1,1,0,0
SNA,1,1,0,1,0,1,1,0,0
SNAP,0,0,1,0,0,0,0,1,1
SNAX,1,1,1,1,0,1,1,1,0
SNBR,1,1,0,1,0,0,1,1,0
SNCR,0,0,1,0,1,0,0,0,1
SND,1,1,1,1,0,1,0,1,0
SNDR,1,1,0,1,1,1,0,0,0
SNDX,0,0,1,0,0,0,0,0,1
SNES,0,0,0,0,0,0,0,1,0
SNFCA,1,1,0,1,0,0,0,0,0
SNGX,0,0,0,0,0,0,0,1,0
SNMP,1,0,1,0,1,0,0,0,1
SNN,1,1,0,1,0,0,1,1,0
SNOA,0,0,0,0,1,0,0,1,1
SNOW,1,1,1,1,1,1,1,0,1
SNP,1,1,0,1,0,0,1,0,0
SNPS,1,1,1,1,1,1,0,1,1
SNT,0,0,1,0,0,0,0,1,0
SNV,1,1,0,1,0,0,1,0,0
SNX,1,1,1,1,1,1,0,1,0
SNY,1,1,0,1,0,0,0,1,0
SO,1,1,1,1,0,1,0,1,0
SOHO,0,1,0,1,1,0,0,0,1
SOHU,0,1,0,1,0,0,1,0,0
SOI,1,1,0,1,1,1,1,0,0
SOL,0,0,0,0,1,0,0,0,1
SOLO,0,0,0,0,0,0,0,0,0
SOLY,0,0,1,0,1,1,0,1,0
SON,1,1,0,1,0,0,0,1,0
SONM,0,0,1,0,1,1,0,0,0
SONN,0,0,0,0,0,0,0,0,0
SONO,0,1,1,1,1,1,0,0,0
SOS,0,0,1,0,0,0,0,0,0
SOTK,1,1,0,1,1,0,0,0,1
SP,1,1,0,1,0,0,0,1,0
SPAQ,1,0,1,0,1,0,1,1,0
SPB,1,1,0,1,1,0,1,0,1
SPCB,0,0,0,0,0,1,0,0,0
SPCE,0,0,0,0,0,1,0,1,1
SPFI,1,1,1,1,0,0,0,0,0
SPG,1,1,0,1,0,0,1,0,0
SPGI,1,1,0,1,0,1,1,1,0
SPH,1,1,0,1,1,0,0,1,0
SPI,0,0,1,0,1,1,0,1,1
SPK,1,1,1,1,0,0,0,1,1
SPLK,0,0,1,0,0,0,0,1,0
SPLP,1,1,1,1,1,0,0,1,0
SPNE,0,0,0,0,0,0,0,1,1
SPNS,1,1,1,1,0,0,0,1,1
SPNT,0,0,0,0,0,0,0,0,0
SPOK,0,0,0,0,0,0,1,1,0
SPOT,0,0,0,0,0,0,0,0,0
SPPI,0,0,0,0,0,1,0,1,0
SPR,1,1,0,1,0,1,1,0,0
SPRO,0,0,0,0,0,0,0,0,1
SPSC,1,1,1,1,0,0,1,0,0
SPT,0,0,1,0,0,1,0,0,0
SPTN,1,1,0,1,0,0,0,1,0
SPWH,1,1,0,1,0,0,0,0,0
SPWR,1,0,1,0,0,1,0,1,1
SPXC,1,1,0,1,0,0,0,1,0
SQ,1,1,1,1,0,0,0,1,1
SQM,1,1,0,1,0,0,1,0,0
SQNS,0,0,1,0,0,0,0,1,0
SR,1,1,0,1,0,0,0,1,0
SRAX,1,0,1,0,1,0,0,1,0
SRC,1,1,1,1,0,0,0,1,1
SRCE,1,1,1,1,1,0,1,0,0
SRCL,0,0,0,0,0,0,0,0,0
SRDX,1,1,1,1,0,1,0,1,1
SRE,1,1,1,1,0,0,0,1,0
SREV,0,0,0,0,0,0,0,0,1
SRG,0,0,1,0,0,0,0,0,0
SRI,1,1,1,1,0,1,1,0,0
SRL,1,1,1,1,1,1,1,1,0
SRLP,1,1,0,1,0,0,0,0,0
SRNE,0,0,0,0,0,0,0,0,1
SRPT,0,0,0,0,0,0,0,0,0
SRRA,0,0,0,0,1,0,0,1,0
SRRK,0,0,1,0,0,0,0,1,1
SRT,0,1,0,1,0,0,0,1,0
SRTS,0,0,1,0,0,0,0,1,0
SSB,1,1,0,1,0,0,1,0,0
SSD,1,1,1,1,0,1,1,0,1
SSKN,0,0,0,0,0,0,0,1,0
SSL,1,1,0,1,0,1,0,0,1
SSNC,1,1,1,1,1,0,0,1,1
